action_queue_id,month_id,period_start,period_end,outlet_id,outlet_name,action_type,action_theme,management_signal,recommended_action,revenue_impact_direction,team_impact_direction,execution_priority_score,manager_note,action_priority_rank,execution_priority
MAQ_03260,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_001,Valletta,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.37657180938109,treatment line can support commercial push without materially raising team strain,23,normal
MAQ_03261,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,19.248024312901197,treatment line can support commercial push without materially raising team strain,24,normal
MAQ_03262,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.973524312901194,treatment line can support commercial push without materially raising team strain,25,normal
MAQ_03263,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.8970243129012,treatment line can support commercial push without materially raising team strain,26,normal
MAQ_03264,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.78482635717379,maintain and monitor treatment line performance within current operating rhythm,27,normal
MAQ_03265,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,18.739826357173794,maintain and monitor treatment line performance within current operating rhythm,28,normal
MAQ_03266,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,18.64532635717379,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",29,normal
MAQ_03267,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.613826357173792,treatment line can support commercial push without materially raising team strain,30,normal
MAQ_03268,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.4605243129012,treatment line can support commercial push without materially raising team strain,31,normal
MAQ_03269,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,18.168326357173797,treatment line can support commercial push without materially raising team strain,32,normal
MAQ_03270,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.889024312901196,treatment line can support commercial push without materially raising team strain,33,normal
MAQ_03271,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,17.54732635717379,treatment line can support commercial push without materially raising team strain,34,normal
MAQ_03272,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,16.97108890768618,balanced commercial and operational conditions with manageable managerial control needs,35,normal
MAQ_03273,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.683024312901196,treatment line can support commercial push without materially raising team strain,36,normal
MAQ_03274,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,16.453826357173796,treatment line can support commercial push without materially raising team strain,37,normal
MAQ_03275,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_003,St Julians,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.968826357173796,treatment line can support commercial push without materially raising team strain,38,normal
MAQ_03276,2023-12,2023-12-01,2023-12-31,MLT_OUTLET_002,Sliema,treatment_opportunity,growth_acceleration,growth_acceleration,expand promotion and conversion support for scalable treatments,upside,neutral,14.820024312901197,treatment line can support commercial push without materially raising team strain,39,normal
MAQ_03277,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,outlet_management,team_stability,protect_team_stability,"rebalance workload, recovery gaps, and coaching cadence",protective,stabilize,51.64895709196337,team stability protection is needed to sustain service quality and avoid burnout-driven revenue loss,1,normal
MAQ_03278,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,46.70102204267461,treatment line is selling into a tighter capacity environment and should be scaled carefully,2,normal
MAQ_03279,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,capacity_protection,capacity_protection,protect capacity before increasing treatment demand,protective,stabilize,43.7445220426746,treatment line is selling into a tighter capacity environment and should be scaled carefully,3,normal
MAQ_03280,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_003,St Julians,outlet_management,balanced_control,stable_controlled_growth,maintain balanced commercial and operational control,protective,neutral,31.0393037559844,balanced commercial and operational conditions with manageable managerial control needs,4,normal
MAQ_03281,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,26.81752204267461,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",5,normal
MAQ_03282,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,25.888058164705875,therapist performance pattern is stable with manageable coaching need,6,normal
MAQ_03283,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,24.288509435294117,therapist performance pattern is stable with manageable coaching need,7,normal
MAQ_03284,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_001,Valletta,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,24.027744021892154,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",8,normal
MAQ_03285,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,23.78902204267461,maintain and monitor treatment line performance within current operating rhythm,9,normal
MAQ_03286,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_003,St Julians,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,23.762927548458716,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",10,normal
MAQ_03287,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_001,Valletta,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.994751717647056,therapist performance pattern is stable with manageable coaching need,11,normal
MAQ_03288,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,22.305107976470588,therapist performance pattern is stable with manageable coaching need,12,normal
MAQ_03289,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.767996776470586,therapist performance pattern is stable with manageable coaching need,13,normal
MAQ_03290,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_001,Valletta,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.530244021892155,maintain and monitor treatment line performance within current operating rhythm,14,normal
MAQ_03291,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_003,St Julians,therapist_coaching,stable,stable,maintain routine coaching cadence,protective,stabilize,21.33517985882353,"underutilized therapist capacity; review shift design, demand matching, and booking conversion",15,normal
MAQ_03292,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,21.06202204267461,maintain and monitor treatment line performance within current operating rhythm,16,normal
MAQ_03293,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.95402204267461,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",17,normal
MAQ_03294,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,yield_optimization,yield_optimization,"review pricing, package design, and treatment mix for yield uplift",upside,neutral,20.918022042674608,"yield can be improved through pricing, package design, or sales mix without immediate capacity pressure",18,normal
MAQ_03295,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_002,Sliema,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.75152204267461,maintain and monitor treatment line performance within current operating rhythm,19,normal
MAQ_03296,2024-01,2024-01-01,2024-01-31,MLT_OUTLET_003,St Julians,treatment_opportunity,maintain_monitor,maintain_monitor,maintain and monitor treatment line performance,protective,neutral,20.35642754845871,maintain and monitor treatment line performance within current operating rhythm,20,normal
